1|2013|国家|真题|未完成|2013年国家公务员考试行政职业能力测验||120
2|2012|国家|真题|未完成|2012年国家公务员考试行政职业能力测验||120
3|2011|国家|真题|未完成|2011年国家公务员考试行政职业能力测验||120
4|2010|国家|真题|未完成|2010年国家公务员考试行政职业能力测验||120
5|2009|国家|真题|未完成|2009年国家公务员考试行政职业能力测验||120
6|2013|北京|真题|未完成|2013年北京市公务员考试行政职业能力测验||120
7|2012|北京|真题|未完成|2012年北京市公务员考试行政职业能力测验||120
